nhood_id,nhood_name,total_appts,noshow_rate,avg_lead_time
1,AEROPORTO,8,0.875,14.75
2,ANDORINHAS,2262,0.7696728558797524,8.76392572944297
3,ANTÔNIO HONÓRIO,271,0.8154981549815498,13.656826568265682
4,ARIOVALDO FAVALESSA,282,0.7801418439716312,7.148936170212766
5,BARRO VERMELHO,423,0.7848699763593381,7.342789598108747
6,BELA VISTA,1907,0.7986366019926586,6.750917671735711
7,BENTO FERREIRA,858,0.7750582750582751,9.787878787878787
8,BOA VISTA,312,0.8141025641025641,6.125
9,BONFIM,2773,0.8016588532275514,7.848539487919221
10,CARATOÍRA,2565,0.7695906432748538,8.713450292397662
11,CENTRO,3334,0.7891421715656869,11.008098380323935
12,COMDUSA,310,0.8193548387096774,5.887096774193548
13,CONQUISTA,849,0.8115429917550059,6.29093050647821
14,CONSOLAÇÃO,1376,0.8277616279069767,7.140988372093023
15,CRUZAMENTO,1398,0.7825464949928469,12.234620886981402
16,DA PENHA,2217,0.8064952638700947,6.297248534055029
17,DE LOURDES,305,0.8459016393442623,11.911475409836065
18,DO CABRAL,560,0.8428571428571429,9.907142857142857
19,DO MOSCOSO,413,0.7772397094430993,7.1525423728813555
20,DO QUADRO,849,0.8351001177856302,11.122497055359247
21,ENSEADA DO SUÁ,235,0.7787234042553192,7.8808510638297875
22,ESTRELINHA,538,0.8029739776951673,5.25092936802974
23,FONTE GRANDE,682,0.781524926686217,17.866568914956012
24,FORTE SÃO JOÃO,1889,0.8168343038644785,6.767601905770249
25,FRADINHOS,258,0.813953488372093,13.748062015503876
26,GOIABEIRAS,700,0.8042857142857143,7.922857142857143
27,GRANDE VITÓRIA,1071,0.7973856209150327,6.26984126984127
28,GURIGICA,2018,0.7740336967294351,6.166005946481665
29,HORTO,175,0.76,6.668571428571428
30,ILHA DAS CAIEIRAS,1071,0.780578898225957,5.031746031746032
31,ILHA DE SANTA MARIA,1885,0.8084880636604774,12.991511936339522
32,ILHA DO BOI,35,0.9142857142857143,4.142857142857143
33,ILHA DO FRADE,10,0.8,6.6
34,ILHA DO PRÍNCIPE,2266,0.76522506619594,5.695939982347749
35,ILHAS OCEÂNICAS DE TRINDADE,2,0.0,29.0
36,INHANGUETÁ,1057,0.8088930936613056,7.075685903500473
37,ITARARÉ,3514,0.7373363688104724,11.006545247581105
38,JABOUR,2509,0.8202471104025508,12.851335193304106
39,JARDIM CAMBURI,7717,0.8101593883633537,18.76130620707529
40,JARDIM DA PENHA,3874,0.8371192565823439,10.543107898812597
41,JESUS DE NAZARETH,2853,0.7560462670872765,11.796004206098843
42,JOANA D´ARC,1427,0.8192011212333566,12.925017519271199
43,JUCUTUQUARA,694,0.80835734870317,14.97406340057637
44,MARIA ORTIZ,5805,0.7900086132644272,13.367441860465116
45,MARUÍPE,1902,0.7770767613038907,16.43007360672976
46,MATA DA PRAIA,643,0.8289269051321928,8.62208398133748
47,MONTE BELO,824,0.7985436893203883,15.362864077669903
48,MORADA DE CAMBURI,96,0.8333333333333334,7.78125
49,MÁRIO CYPRESTE,371,0.8544474393530997,5.671159029649596
50,NAZARETH,135,0.7851851851851852,16.22962962962963
51,NOVA PALESTINA,2264,0.8224381625441696,4.745583038869258
52,PARQUE MOSCOSO,802,0.7768079800498753,9.683291770573566
53,PIEDADE,452,0.8053097345132744,9.232300884955752
54,PONTAL DE CAMBURI,68,0.8235294117647058,9.661764705882353
55,PRAIA DO CANTO,1035,0.8164251207729468,8.167149758454107
56,PRAIA DO SUÁ,1288,0.7717391304347826,8.303571428571429
57,REDENÇÃO,1553,0.8229233741146169,6.895685769478429
58,REPÚBLICA,835,0.8287425149700599,7.359281437125748
59,RESISTÊNCIA,4431,0.7955314827352742,12.745881290904988
60,ROMÃO,2215,0.7860045146726863,8.629345372460497
61,SANTA CECÍLIA,448,0.7254464285714286,21.948660714285715
62,SANTA CLARA,506,0.7351778656126482,11.790513833992096
63,SANTA HELENA,178,0.7921348314606742,8.174157303370787
64,SANTA LUÍZA,428,0.8200934579439252,8.516355140186915
65,SANTA LÚCIA,438,0.8036529680365296,8.657534246575343
66,SANTA MARTHA,3131,0.8415841584158416,8.465985308208241
67,SANTA TEREZA,1332,0.7957957957957958,11.434684684684685
68,SANTO ANDRÉ,2571,0.8024115130299494,6.828082458187476
69,SANTO ANTÔNIO,2746,0.8237436270939549,7.192643845593591
70,SANTOS DUMONT,1276,0.7108150470219435,12.267241379310345
71,SANTOS REIS,547,0.7952468007312614,5.7221206581352835
72,SEGURANÇA DO LAR,145,0.8068965517241379,14.151724137931035
73,SOLON BORGES,469,0.8528784648187633,12.891257995735607
74,SÃO BENEDITO,1439,0.8005559416261293,6.91174426685198
75,SÃO CRISTÓVÃO,1836,0.8022875816993464,11.52995642701525
76,SÃO JOSÉ,1977,0.7835103692463329,6.3404147698533135
77,SÃO PEDRO,2448,0.7896241830065359,5.411764705882353
78,TABUAZEIRO,3132,0.8170498084291188,9.100255427841635
79,UNIVERSITÁRIO,152,0.7894736842105263,7.934210526315789
80,VILA RUBIM,851,0.8343125734430082,12.097532314923619
